2000, 476, 1, 5187.89, 2.27521, 1
2000, 5001, 1, 5198.73, 1.86842, 2
2000, 100, 1, 5187.89, 4.6194, 2
1800, 187, 0.9, 33664.2, 2.31701, 1
1800, 187, 0.9, 33664.2, 0.627924, 1
1800, 100, 0.9, 33664.2, 4.35812, 2
1600, 589, 0.8, 61834.9, 1.5873, 1
1600, 1427, 0.8, 61834.9, 1.15619, 2
1600, 100, 0.8, 61834.9, 3.68373, 2
1400, 721, 0.7, 90115.4, 0.958667, 1
1400, 721, 0.7, 90115.4, 1.13552, 1
1400, 100, 0.7, 90115.4, 3.81498, 2
1200, 2586, 0.6, 118281, 2.03369, 2
1200, 2586, 0.6, 118281, 1.26423, 2
1200, 100, 0.6, 118281, 3.41633, 2
1000, 2890, 0.5, 146637, 3.6012, 3
1000, 2890, 0.5, 146637, 2.72344, 3
1000, 144, 0.5, 146637, 2.90853, 2
800, 2490, 0.4, 174854, 1.24291, 1
800, 22008, 0.4, 174888, 1.62813, 2
800, 356, 0.4, 174854, 5.21132, 3
600, 298287, 0.3, 203235, 14.6409, 5
600, 5517, 0.3, 203235, 1.90965, 3
600, 1133, 0.3, 203235, 3.01982, 2
400, 7263, 0.2, 231498, 2.70134, 4
400, 82965, 0.2, 231499, 6.57684, 7
400, 5753, 0.2, 231498, 3.161, 3
17, 1000000, 0.0085, 286370, 40.359, 7
15, 1000000, 0.0075, 286419, 40.1062, 7
200, 92100, 0.1, 259722, 8.85173, 7
16, 1000000, 0.008, 286475, 40.7321, 9
16, 1000000, 0.008, 286475, 41.5629, 9
100, 1000000, 0.05, 273858, 37.2386, 7
