2000, 100, 1, 5296.18, 1.62782, 1
2000, 100, 1, 5296.18, 0.737948, 1
2000, 100, 1, 5296.18, 4.59611, 2
1800, 100, 0.9, 33522.7, 4.32904, 3
1800, 100, 0.9, 33522.7, 1.10937, 3
1800, 100, 0.9, 33522.7, 4.13802, 2
1600, 100, 0.8, 61869.2, 3.17839, 2
1600, 100, 0.8, 61869.2, 0.67614, 2
1600, 100, 0.8, 61869.2, 3.41053, 2
1400, 100, 0.7, 90137, 3.16546, 2
1400, 100, 0.7, 90137, 0.815938, 2
1400, 100, 0.7, 90137, 2.05855, 1
1200, 100, 0.6, 118426, 1.46594, 1
1200, 100, 0.6, 118426, 0.814806, 1
1200, 100, 0.6, 118426, 3.1235, 2
1000, 144, 0.5, 146609, 1.58633, 1
1000, 111, 0.5, 146609, 0.388966, 1
1000, 144, 0.5, 146609, 1.76552, 1
800, 356, 0.4, 174974, 1.55403, 1
800, 223, 0.4, 174974, 0.43606, 1
800, 356, 0.4, 174974, 1.80466, 1
600, 1133, 0.3, 203179, 3.41445, 2
600, 426, 0.3, 203179, 0.403715, 1
600, 1133, 0.3, 203179, 7.01193, 4
400, 5753, 0.2, 231444, 2.6374, 4
400, 3142, 0.2, 231444, 1.52102, 4
400, 5753, 0.2, 231444, 4.11502, 3
200, 92100, 0.1, 259727, 7.20299, 3
200, 9207, 0.1, 259727, 1.53232, 2
200, 92100, 0.1, 259727, 9.95892, 6
100, 1000000, 0.05, 273864, 46.0082, 6
100, 383069, 0.05, 273864, 17.1318, 4
100, 1000000, 0.05, 273864, 36.688, 6
