2000, 201, 1, 5336.4, 1.98799, 1
2000, 201, 1, 5336.4, 0.894344, 1
2000, 100, 1, 5336.4, 4.56757, 2
1800, 127, 0.9, 33595.7, 1.88294, 1
1800, 127, 0.9, 33612.9, 0.570362, 1
1800, 100, 0.9, 33595.7, 5.35113, 3
1600, 100, 0.8, 61881.8, 1.92936, 1
1600, 100, 0.8, 61881.8, 0.693403, 1
1600, 100, 0.8, 61881.8, 3.69561, 2
1400, 102, 0.7, 90119.1, 2.02987, 1
1400, 102, 0.7, 90119.1, 0.520308, 1
1400, 100, 0.7, 90119.1, 3.12042, 2
1200, 205, 0.6, 118416, 1.98869, 1
1200, 205, 0.6, 118416, 0.844799, 1
1200, 100, 0.6, 118416, 3.48054, 2
1000, 144, 0.5, 146686, 1.85589, 1
1000, 100, 0.5, 146686, 0.489096, 1
1000, 144, 0.5, 146686, 3.09253, 2
800, 869, 0.4, 174909, 1.17179, 1
800, 869, 0.4, 174909, 0.965904, 1
800, 356, 0.4, 174909, 3.75163, 3
600, 1133, 0.3, 203156, 1.03411, 1
600, 337, 0.3, 203156, 0.594242, 1
600, 1133, 0.3, 203156, 4.18645, 3
400, 5753, 0.2, 231467, 3.46905, 3
400, 3365, 0.2, 231467, 0.988508, 3
400, 5753, 0.2, 231467, 6.1576, 5
200, 92100, 0.1, 259707, 7.06739, 3
200, 9207, 0.1, 259707, 0.968394, 3
200, 92100, 0.1, 259707, 6.71793, 4
100, 1000000, 0.05, 273870, 44.9956, 6
66, 1000000, 0.033, 280634, 42.5468, 6
100, 1000000, 0.05, 273870, 35.6942, 4
