2000, 100, 1, 5297.52, 6.7017, 4
2000, 100, 1, 5297.52, 4.88631, 4
2000, 100, 1, 5297.52, 4.95174, 2
1800, 100, 0.9, 33604.3, 4.46229, 2
1800, 100, 0.9, 33604.3, 2.88939, 2
1800, 100, 0.9, 33604.3, 3.94596, 2
1600, 100, 0.8, 61932.2, 1.71798, 1
1600, 100, 0.8, 61932.2, 0.794073, 1
1600, 100, 0.8, 61932.2, 2.45933, 1
1400, 100, 0.7, 90151.9, 3.56214, 2
1400, 100, 0.7, 90151.9, 1.34314, 2
1400, 100, 0.7, 90151.9, 2.02656, 1
1200, 100, 0.6, 118394, 5.48768, 3
1200, 100, 0.6, 118394, 2.17434, 3
1200, 100, 0.6, 118394, 3.49531, 2
1000, 144, 0.5, 146708, 5.25944, 3
1000, 100, 0.5, 146708, 2.18044, 2
1000, 144, 0.5, 146708, 1.48155, 1
800, 356, 0.4, 174965, 3.54328, 3
800, 140, 0.4, 174965, 1.53908, 2
800, 356, 0.4, 174965, 3.5189, 2
600, 1133, 0.3, 203197, 1.87482, 1
600, 337, 0.3, 203197, 1.28447, 1
600, 1133, 0.3, 203197, 2.89792, 2
400, 5753, 0.2, 231477, 4.43631, 3
400, 1148, 0.2, 231477, 2.62914, 2
400, 5753, 0.2, 231477, 2.96574, 2
200, 92100, 0.1, 259725, 8.02026, 3
200, 9207, 0.1, 259725, 1.37835, 2
200, 92100, 0.1, 259725, 9.21724, 7
100, 1000000, 0.05, 273849, 48.8446, 7
100, 73679, 0.05, 273849, 7.23583, 5
100, 1000000, 0.05, 273849, 35.9902, 6
