2000, 218, 1, 5329.78, 1.97038, 1
2000, 218, 1, 5329.78, 0.69155, 1
2000, 100, 1, 5329.78, 3.27859, 1
1800, 125, 0.9, 33639.4, 2.15567, 1
1800, 125, 0.9, 33639.4, 1.48053, 1
1800, 100, 0.9, 33639.4, 5.83371, 3
1600, 100, 0.8, 61791.4, 1.87624, 1
1600, 100, 0.8, 61795.2, 0.565251, 1
1600, 100, 0.8, 61791.4, 3.53381, 2
1400, 236, 0.7, 90085.7, 1.85361, 1
1400, 236, 0.7, 90085.7, 0.736948, 1
1400, 100, 0.7, 90085.7, 2.12294, 1
1200, 900, 0.6, 118378, 2.48857, 2
1200, 900, 0.6, 118382, 1.13843, 2
1200, 100, 0.6, 118378, 2.76931, 2
1000, 193, 0.5, 146646, 1.03987, 1
1000, 193, 0.5, 146646, 0.839399, 1
1000, 144, 0.5, 146646, 7.01111, 5
800, 58805, 0.4, 174929, 7.69212, 7
800, 10808, 0.4, 174929, 3.0222, 5
800, 356, 0.4, 174929, 1.77958, 1
600, 1162, 0.3, 203219, 1.14681, 2
600, 6367, 0.3, 203219, 3.72188, 4
600, 1133, 0.3, 203219, 5.24535, 3
20, 1000000, 0.01, 286023, 46.7818, 11
400, 75887, 0.2, 231456, 6.92478, 8
400, 5753, 0.2, 231456, 5.38696, 3
15, 1000000, 0.0075, 286570, 39.2278, 8
15, 1000000, 0.0075, 286311, 39.0907, 8
200, 92100, 0.1, 259688, 9.18984, 6
17, 1000000, 0.0085, 286383, 42.6456, 9
17, 1000000, 0.0085, 286383, 42.5559, 9
100, 1000000, 0.05, 273833, 33.6996, 3
