2000, 100, 1, 5349.37, 1.42975, 1
2000, 100, 1, 5349.37, 0.703544, 1
2000, 100, 1, 5349.37, 3.12627, 1
1800, 100, 0.9, 33716.7, 1.23723, 1
1800, 100, 0.9, 33716.7, 0.638956, 1
1800, 100, 0.9, 33716.7, 2.74286, 1
1600, 100, 0.8, 61743.8, 2.19856, 1
1600, 100, 0.8, 61748.9, 0.569147, 1
1600, 100, 0.8, 61743.8, 5.58448, 3
1400, 100, 0.7, 90115.4, 2.15687, 1
1400, 100, 0.7, 90115.4, 0.581405, 1
1400, 100, 0.7, 90115.4, 3.44935, 2
1200, 157, 0.6, 118359, 2.17372, 1
1200, 157, 0.6, 118359, 0.340143, 1
1200, 100, 0.6, 118359, 1.76389, 1
1000, 144, 0.5, 146596, 4.11107, 3
1000, 100, 0.5, 146596, 1.13994, 3
1000, 144, 0.5, 146596, 1.36261, 1
800, 356, 0.4, 174888, 2.78347, 2
800, 140, 0.4, 174888, 0.696469, 1
800, 356, 0.4, 174888, 7.42246, 4
600, 1996, 0.3, 203186, 2.82284, 2
600, 1996, 0.3, 203186, 1.03231, 2
600, 1133, 0.3, 203186, 2.90764, 2
400, 5753, 0.2, 231479, 3.26824, 3
400, 1171, 0.2, 231479, 0.64643, 2
400, 5753, 0.2, 231479, 4.92991, 3
200, 92100, 0.1, 259676, 9.31213, 7
200, 9207, 0.1, 259676, 3.25256, 3
200, 92100, 0.1, 259676, 7.59784, 5
100, 1000000, 0.05, 273886, 47.7547, 10
100, 260121, 0.05, 273886, 14.0779, 9
100, 1000000, 0.05, 273886, 33.9156, 6
