2000, 100, 1, 5303.05, 0.839181, 1
2000, 100, 1, 5310.55, 0.367495, 1
2000, 100, 1, 5303.05, 3.07703, 3
1800, 118, 0.9, 33672.9, 1.00091, 1
1800, 118, 0.9, 33672.9, 0.337606, 1
1800, 100, 0.9, 33672.9, 1.92167, 2
1600, 950, 0.8, 61737.4, 0.898174, 1
1600, 950, 0.8, 61737.4, 0.324747, 1
1600, 100, 0.8, 61737.4, 2.68244, 3
1400, 100, 0.7, 90131.2, 0.783158, 1
1400, 100, 0.7, 90131.2, 0.407002, 1
1400, 100, 0.7, 90131.2, 0.872394, 1
1200, 310, 0.6, 118399, 0.987451, 1
1200, 310, 0.6, 118437, 0.211037, 1
1200, 100, 0.6, 118399, 1.02936, 1
1000, 145, 0.5, 146658, 0.848571, 1
1000, 145, 0.5, 146658, 0.245926, 1
1000, 144, 0.5, 146658, 1.1303, 1
800, 500, 0.4, 174891, 0.231693, 1
800, 1106, 0.4, 174891, 1.11188, 3
800, 356, 0.4, 174891, 1.96529, 3
600, 2254, 0.3, 203168, 1.23636, 2
600, 2254, 0.3, 203168, 0.909899, 2
600, 1133, 0.3, 203168, 2.72709, 3
400, 1148, 0.2, 231458, 0.479983, 1
400, 10402, 0.2, 231458, 1.5065, 4
400, 5753, 0.2, 231458, 3.56117, 5
15, 1000000, 0.0075, 286373, 21.4373, 7
15, 1000000, 0.0075, 286373, 21.8046, 7
200, 92100, 0.1, 259706, 3.81842, 4
17, 1000000, 0.0085, 286283, 21.8911, 6
18, 1000000, 0.009, 286310, 21.8883, 6
100, 1000000, 0.05, 273820, 18.4822, 5
