2000, 100, 1, 5301.46, 2.16995, 2
2000, 100, 1, 5301.46, 0.933246, 2
2000, 100, 1, 5301.46, 1.56861, 1
1800, 100, 0.9, 33628.6, 3.18509, 3
1800, 100, 0.9, 33628.6, 2.16457, 3
1800, 100, 0.9, 33628.6, 2.22764, 3
1600, 100, 0.8, 61698.3, 1.83552, 2
1600, 100, 0.8, 61698.3, 1.2205, 2
1600, 100, 0.8, 61698.3, 1.09453, 1
1400, 100, 0.7, 90060.3, 2.95295, 4
1400, 100, 0.7, 90060.3, 1.40288, 4
1400, 100, 0.7, 90060.3, 1.84587, 2
1200, 100, 0.6, 118315, 1.02068, 1
1200, 100, 0.6, 118315, 0.71521, 1
1200, 100, 0.6, 118315, 1.963, 2
1000, 100, 0.5, 146683, 0.918287, 1
1000, 100, 0.5, 146683, 0.53207, 1
1000, 144, 0.5, 146683, 0.84221, 1
800, 140, 0.4, 174857, 1.56405, 2
800, 140, 0.4, 174857, 0.887952, 2
800, 356, 0.4, 174857, 1.01039, 1
600, 337, 0.3, 203157, 2.68682, 3
600, 337, 0.3, 203157, 1.69634, 3
600, 1133, 0.3, 203157, 1.79555, 2
400, 1148, 0.2, 231480, 2.33542, 3
400, 1148, 0.2, 231480, 1.176, 3
400, 5753, 0.2, 231480, 1.92198, 3
200, 9207, 0.1, 259741, 2.10397, 3
200, 9207, 0.1, 259741, 1.77134, 3
200, 92100, 0.1, 259741, 3.72077, 5
100, 73679, 0.05, 273877, 3.20581, 4
100, 73679, 0.05, 273877, 2.85393, 4
100, 1000000, 0.05, 273877, 19.2589, 10
