2000, 100, 1, 5260.91, 2.0459, 2
2000, 100, 1, 5260.91, 1.89948, 2
2000, 100, 1, 5260.91, 2.63791, 3
1800, 100, 0.9, 33633.7, 1.85043, 2
1800, 100, 0.9, 33633.7, 1.92786, 2
1800, 100, 0.9, 33633.7, 2.63646, 3
1600, 100, 0.8, 61824.4, 2.16296, 2
1600, 100, 0.8, 61824.4, 1.91876, 2
1600, 100, 0.8, 61824.4, 2.11302, 2
1400, 100, 0.7, 90082.6, 2.86092, 3
1400, 100, 0.7, 90082.6, 2.66049, 3
1400, 100, 0.7, 90082.6, 1.129, 1
1200, 100, 0.6, 118364, 2.25459, 3
1200, 100, 0.6, 118364, 2.3285, 3
1200, 100, 0.6, 118364, 1.09557, 1
1000, 100, 0.5, 146596, 1.74969, 2
1000, 100, 0.5, 146596, 1.76736, 2
1000, 144, 0.5, 146596, 1.73246, 2
800, 140, 0.4, 174934, 0.765362, 1
800, 140, 0.4, 174934, 0.814796, 1
800, 356, 0.4, 174934, 4.02072, 5
600, 337, 0.3, 203215, 1.03171, 1
600, 337, 0.3, 203215, 0.914009, 1
600, 1133, 0.3, 203215, 1.03224, 1
400, 1148, 0.2, 231464, 2.53852, 3
400, 1148, 0.2, 231464, 2.17323, 3
400, 5753, 0.2, 231464, 2.40333, 3
200, 9207, 0.1, 259762, 1.85298, 3
200, 9207, 0.1, 259762, 2.05521, 3
200, 92100, 0.1, 259762, 5.34731, 5
100, 73679, 0.05, 273874, 3.59204, 4
100, 73679, 0.05, 273874, 3.86492, 4
100, 1000000, 0.05, 273874, 19.7838, 10
